"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명",
"76","수영장업","10_35_01_P","4640000","CDFH3301011998000002","19980630","","03","폐업","03","폐업","20080128","","","","063-246-8051","","561829","전라북도 전주시 덕진구 인후동1가 500-77번지","전라북도 전주시 덕진구 안덕원로 291  (인후동1가)","","스포피아수영장","20080129172729","I","2018-08-31 23:59:59.0","","214270.86827","259740.305789","수영장업","사립","1","1","1","1243.89","","","",
"77","수영장업","10_35_01_P","4640000","CDFH3301011999000001","19990526","","03","폐업","03","폐업","20030901","","","","224-6000","","560813","전라북도 전주시 완산구 삼천동1가 706번지","","","삼익수영장","20040610144849","I","2018-08-31 23:59:59.0","","211185.857818","255295.009457","수영장업","사립","0","1","","","","","",
"78","수영장업","10_35_01_P","4640000","CDFH3301012000000001","20000707","","03","폐업","03","폐업","20100105","","","","063-277-1100","","561835","전라북도 전주시 덕진구 진북동 301-70번지","전라북도 전주시 덕진구 안덕원로 71  (진북동)","","한국청소년연맹(전북학생종합회관체육관)","20100105153302","I","2018-08-31 23:59:59.0","","212360.703297","258776.02082","수영장업","사립","0","","","1474.12","","","",
"79","수영장업","10_35_01_P","4640000","CDFH3301012004000001","20040812","","03","폐업","03","폐업","20170908","","","","224-6000","","","전라북도 전주시 완산구 삼천동1가 706번지 지하1층","전라북도 전주시 완산구 용리로 143 (삼천동1가, 삼익수영장)","55083","삼익수영장","20170908162053","I","2018-08-31 23:59:59.0","","211185.857818","255295.009457","수영장업","사립","Y","1","","","","","",
"80","수영장업","10_35_01_P","4540000","CDFH3301012003000001","20030527","","03","폐업","03","폐업","20060730","","","","041-741-9440","","320836","충청남도 논산시 연무읍 양지리 537-9번지","충청남도 논산시 연무읍 감바위로 44-13","","조이랜드","20180830113624","I","2018-08-31 23:59:59.0","","211403.687539","291252.807663","수영장업","사립","","","","551.75","","","",
"81","수영장업","10_35_01_P","4490000","CDFH3301012000000001","20000817","","03","폐업","03","폐업","20041007","","","","554-6565","","330140","충청남도 천안시 동남구 유량동 50번지 외1필지","","","월드스포츠타운","20071107160044","I","2018-08-31 23:59:59.0","","216750.33681","368794.426888","수영장업","사립","0","0","0","936.06","0","","",
"82","수영장업","10_35_01_P","4490000","CDFH3301012001000001","20011218","","03","폐업","03","폐업","20030410","","","","554-3460","","330270","충청남도 천안시 동남구 청당동 5-21번지","","","청수수영장","20060901153440","I","2018-08-31 23:59:59.0","","","","수영장업","사립","0","0","0","1875","0","","",
"83","수영장업","10_35_01_P","4490000","CDFH3301012004000001","20041217","","03","폐업","03","폐업","20110729","","","","","","330180","충청남도 천안시 동남구 안서동 211번지 3층","충청남도 천안시 동남구 성불사길 36  (안서동,3층)","","(주) 태  경","20110729154953","I","2018-08-31 23:59:59.0","","216807.30734","369696.35343","수영장업","사립","","0","0","8130","0","","",
"84","수영장업","10_35_01_P","4490000","CDFH3301012005000001","20050607","","03","폐업","03","폐업","20120112","","","","620-7763","","330842","충청남도 천안시 동남구 목천읍 교촌리 246-1번지","","","국립중앙청소년수련원수영장","20120113114715","I","2018-08-31 23:59:59.0","","","","수영장업","사립","","0","0","0","0","","",
"85","수영장업","10_35_01_P","5680000","CDFH3301011997000001","19970319","","03","폐업","03","폐업","20040705","","","","363-3327","","343812","충청남도 당진시 신평면 금천리 1009-1번지","충청남도 당진시 신평면 말목길 22-33","","신평관광농원 실내수영장","20110107095123","I","2018-08-31 23:59:59.0","","178763.667363","376072.548963","수영장업","사립","","","","","","","",
"86","수영장업","10_35_01_P","5680000","CDFH3301012004000001","20040705","","03","폐업","03","폐업","20110106","","","","","","343812","충청남도 당진시 신평면 금천리 1009-1번지","충청남도 당진시 신평면 말목길 22-33","","신평관광농원 실내수영장","20110107094809","I","2018-08-31 23:59:59.0","","178763.667363","376072.548963","수영장업","사립","","","","","","","",
"87","수영장업","10_35_01_P","5680000","CDFH3301012008000002","20080714","","03","폐업","03","폐업","20150710","","","","","","343814","충청남도 당진시 신평면 부수리 227-28번지","충청남도 당진시 신평면 맷돌포길 55-34","","(주)행담랜드 해수피아내","20150714204830","I","2018-08-31 23:59:59.0","","183342.895317","378905.646278","수영장업","사립","","","","","","","",
"88","수영장업","10_35_01_P","3820000","CDFH3301011995000001","19950308","","03","폐업","03","폐업","20150123","","","","877-4855","","480849","경기도 의정부시 의정부동 560번지","경기도 의정부시 신흥로207번길 27 (의정부동)","480849","믿음신협","20150123155943","I","2018-08-31 23:59:59.0","","203623.563999244","470231.351940783","수영장업","사립","Y","","","","","","",
"89","수영장업","10_35_01_P","3820000","CDFH3301012015000002","20150827","","03","폐업","03","폐업","20200707","","","","031 877 0881","","","경기도 의정부시 의정부동 560","경기도 의정부시 신흥로207번길 27, 지층 (의정부동, 믿음신협협동조합)","11653","우리동네 스포츠센터","20200707100940","U","2020-07-09 02:40:00.0","","203623.563999244","470231.351940783","수영장업","사립","Y","2","","4613.83","","","",
"90","수영장업","10_35_01_P","3830000","CDFH3301012002000001","20020704","","03","폐업","03","폐업","20100325","","","","472-8102","","430850","경기도 안양시 만안구 석수동 241-43번지","경기도 안양시 만안구 예술공원로 213  (석수동)","","블루몬테수영장","20100325164541","I","2018-08-31 23:59:59.0","","193696.7222065","435406.40126158","수영장업","사립","","","","1915","","","",
"91","수영장업","10_35_01_P","3830000","CDFH3301012002000002","20020827","","03","폐업","03","폐업","20080910","","","","380-5555","","431812","경기도 안양시 동안구 호계동 1040-1번지","경기도 안양시 동안구 시민대로 182  (호계동)","","락시웰리스센터(수영장)","20080910174915","I","2018-08-31 23:59:59.0","","195688.646126894","432103.273066569","수영장업","사립","0","","","","","","",
"92","수영장업","10_35_01_P","3830000","CDFH3301012002000003","20021227","","03","폐업","03","폐업","20181218","","","","031-386-3800","","","경기도 안양시 동안구 비산동 379-3번지","경기도 안양시 동안구 관악대로 183 (비산동, 동양월드타워)","13920","도도 스포츠센터","20181218171542","U","2019-06-18 02:40:00.0","","195018.673741201","433040.155990293","수영장업","사립","Y","2","","","","","",
"93","수영장업","10_35_01_P","3830000","CDFH3301012006000001","20060707","","03","폐업","03","폐업","20201101","","","","441-4310","","430842","경기도 안양시 만안구 안양동 900-10 롯데프라자 6층,7층동","경기도 안양시 만안구 안양로329번길 108 (안양동)","14005","롯데프라자스포츠쎈터","20201104104647","U","2020-11-06 02:40:00.0","","192239.484017054","433247.020818268","수영장업","사립","Y","2","","28827.03","","","",
"94","수영장업","10_35_01_P","3830000","CDFH3301012006000002","20060919","","03","폐업","03","폐업","20200921","","","","474-5555","","430040","경기도 안양시 만안구 석수동 825-1 지하 2층, 3층","경기도 안양시 만안구 예술공원로 153-32, 지하2, 3층 (석수동)","13911","안양워터랜드","20200921111936","U","2020-09-23 02:40:00.0","","193196.534485369","435287.646898981","수영장업","사립","Y","","","11696.26","","","",
"95","수영장업","10_35_01_P","3830000","CDFH3301012008000001","20081002","","03","폐업","03","폐업","20090313","","","","","","431812","경기도 안양시 동안구 호계동 1040-1번지 12층","경기도 안양시 동안구 시민대로 182  (호계동,12층)","","PG스포츠센타","20090313173917","I","2018-08-31 23:59:59.0","","195688.646126894","432103.273066569","수영장업","사립","0","","","","","","",
"96","수영장업","10_35_01_P","3830000","CDFH3301012010000002","20100624","","03","폐업","03","폐업","20100901","","","","473-2500","","430850","경기도 안양시 만안구 석수동 241-43번지","경기도 안양시 만안구 예술공원로 213  (석수동)","","블루몬테 야외수영장","20120127165539","I","2018-08-31 23:59:59.0","","193696.7222065","435406.40126158","수영장업","사립","","","","","","","",
"97","수영장업","10_35_01_P","3830000","CDFH3301011997000001","19970730","","03","폐업","03","폐업","20070427","","","","","","431797","경기도 안양시 동안구 평촌동 900번지 2,3호","","","세이프원","20071231100509","I","2018-08-31 23:59:59.0","","196377.323261819","431369.234589812","수영장업","사립","1","","","","","","",
"98","수영장업","10_35_01_P","3280000","CDFH3301011996000001","19960923","","03","폐업","03","폐업","20080828","","","","405-0641","","606080","부산광역시 영도구 동삼동 산 19-3번지","","","곤포가든","20080828135129","I","2018-08-31 23:59:59.0","","389684.576205232","175235.790940527","수영장업","사립","0","","","","","","",
"99","수영장업","10_35_01_P","3280000","CDFH3301012010000001","20090325","","03","폐업","03","폐업","20100913","","","","051-405-5224","","606081","부산광역시 영도구 동삼동 산 149-4번지","","","함지골청소년수련관","20101231162649","I","2018-08-31 23:59:59.0","","387295.149848597","177058.730875524","수영장업","사립","Y","2","1","5207.01","","","",
"100","수영장업","10_35_01_P","5060000","CDFH3301012003000001","20030221","","03","폐업","03","폐업","20080806","","","","430-3032","","740833","경상북도 김천시 어모면 중왕리 472-22번지","","","아천관광농원수영장","20080806145635","I","2018-08-31 23:59:59.0","","301176.752854345","298269.130513539","수영장업","사립","0","","","460","","","",
"101","수영장업","10_35_01_P","5050000","CDFH3301012008000001","20080407","","03","폐업","03","폐업","20210105","","","","054-773-1009","","","경상북도 경주시 북군동 116","경상북도 경주시 보문로 280-34 (북군동)","38117","드림스포츠센터","20210106112445","U","2021-01-08 02:40:00.0","","405480.091451459","263741.038597532","수영장업","사립","","","4","32814.09","","","",
"102","수영장업","10_35_01_P","5050000","CDFH3301012013000001","20130802","","03","폐업","03","폐업","20131023","","","","054-748-7900","","780130","경상북도 경주시 황성동 432번지","경상북도 경주시 용담로 79-41 (황성동)","780130","주)경도일보","20140106095649","I","2018-08-31 23:59:59.0","","399644.886002938","264646.648979374","수영장업","사립","","","","","","","",
"103","수영장업","10_35_01_P","5050000","CDFH3301011999000001","19991220","","03","폐업","03","폐업","20190702","","","","","","780410","경상북도 경주시 마동 111-1번지","경상북도 경주시 불국로 289-17 (마동)","","코오롱엘에스아이(주) 코오롱호텔 실외수영장","20190702155108","U","2019-07-04 02:40:00.0","","409841.98876934","256679.798847867","수영장업","사립","Y","","","","","","",
"104","수영장업","10_35_01_P","5050000","CDFH3301012000000001","20000724","","03","폐업","03","폐업","20140430","","","","054-774-6211","","780955","경상북도 경주시 황성동 507-2번지","경상북도 경주시 황성로 35-5 (황성동)","","대산스포츠센타수영장","20140430180649","I","2018-08-31 23:59:59.0","","399947.190198362","265205.54734639","수영장업","사립","Y","","","","","","",
"105","수영장업","10_35_01_P","5050000","CDFH3301012000000002","20001115","","03","폐업","03","폐업","20061130","","","","054-742-8785","","780933","경상북도 경주시 동천동 904번지","경상북도 경주시 초당길137번길 20  (동천동)","","코리아스포츠프라자수영장","20070209141620","I","2018-08-31 23:59:59.0","","401473.136142066","263181.879375099","수영장업","사립","1","2","","","","","",
"106","수영장업","10_35_01_P","5050000","CDFH3301012002000004","20021221","","03","폐업","03","폐업","20211228","","","","054-745-8060","","","경상북도 경주시 북군동 30-3","경상북도 경주시 보문로 182-27 (북군동)","38116","한화호텔&리조트(주)홍원기","20211228093407","U","2021-12-30 02:40:00.0","","404996.639048029","264534.014071415","수영장업","사립","Y","0","0","1062","0","","",
