"나이","체지방률","악력","앞으로굽히기","윗몸일으키기","멀리뛰기","등급","bmi"
30,16.2,43.6,17.9,55,219,"A",22.5
21,10.3,40.1,17.4,58,233,"A",22.6
21,13.8,50,25.1,69,245,"A",22.7
30,13.6,48.8,22.9,51,230,"A",22.5
34,14.3,49.8,17.4,59,254,"A",20.9
53,19.6,41,17.7,40,213,"A",23.3
60,16.8,37.3,13.5,31,174,"A",21.4
22,10.4,47.6,17,62,230,"A",22.7
25,10.7,49.9,15.7,62,256,"A",22.4
30,12.6,55,16.3,65,249,"A",24.6
26,19.2,53.3,22.3,56,243,"A",23.9
23,20.2,51.5,18.2,57,227,"A",24.9
33,17.9,36.2,20.1,50,218,"A",22.3
29,19.5,50,22.2,54,234,"A",25.6
27,18.04355,46.3,27.1,56,245,"A",25.5
54,16.6,35,19.4,52,222,"A",22.1
56,14,46.8,27.2,45,217,"A",21.4
24,10.4,52.4,18.3,67,258,"A",23.8
38,17.9,46.2,18.5,51,216,"A",26.1
60,21.2,39.7,16.5,35,183,"A",23.1
23,31,64,17.5,69,270,"A",27
62,19.6,37.8,15.3,33,179,"A",23.8
41,18.1,58.3,15.6,50,234,"A",24
34,21.2,47.6,16.3,50,232,"A",26.1
27,20,56.8,17.8,55,230,"A",24.2
31,20.1,58.4,21.5,55,235,"A",23.5
36,9.8,40.9,16.5,57,240,"A",21.7
37,19.4,38.4,15.2,46,223,"A",23.8
28,14.6,46.5,16.2,54,249,"A",22.6
49,23.3,47.5,21.8,49,188,"A",25
30,15.1,64.1,20.6,71,220,"A",28.2
42,15.2,50.7,14.7,48,242,"A",22.9
62,21.3,45.4,16.7,37,142,"A",25.1
25,11.5,48.6,14.9,52,237,"A",21.7
60,11.5,36.5,13.3,33,212,"A",19.8
40,25.8,43.1,20.5,50,225,"A",25.7
46,19.5,46.6,14.4,43,206,"A",25.2
30,14.7,50.4,15.7,54,242,"A",22.4
51,9.4,47.5,25.3,53,229,"A",22.1
53,13.4,47.9,16,45,197,"A",22
30,13.1,52.2,20.2,60,260,"A",25.6
36,15.9,43.3,21,59,216,"A",22.7
23,15.3,38.9,21.1,57,246,"A",24.2
60,21.5,37.8,19.2,45,188,"A",23.5
28,11.7,47.9,20,56,240,"A",20.1
37,18.1,48.1,17.8,53,215,"A",25
26,12.6,44.8,16.7,65,235,"A",25.3
25,18.2,58.3,21.5,55,223,"A",25.1
61,20.1,46.2,17.9,39,222,"A",24.9
37,22.4,46.1,14.1,45,216,"A",25.2
29,17.7,43.9,22.4,57,234,"A",24.1
24,22,48.4,23.9,61,219,"A",23.7
23,16,42.8,24.9,63,245,"A",23.4
60,19.1,43.4,13.5,49,187,"A",23.3
23,13.2,48,18.5,56,267,"A",24
29,28.1,50.4,20.9,66,215,"A",27.5
56,20.9,43.2,19,43,225,"A",24.3
30,16.9,45.8,23,55,229,"A",25.1
29,16,42.8,15.4,67,247,"A",22.9
49,14.7,45.9,15.4,44,203,"A",25.7
31,10.7,57.5,18.9,60,250,"A",26.1
23,6.5,37.2,19.7,55,229,"A",19.6
30,16,49.6,15.6,55,222,"A",25.1
30,14.8,43.5,19,55,230,"A",24.1
41,20.6,61.4,23.7,44,219,"A",25.1
56,17.6,44,14.2,40,214,"A",24.6
61,17.2,39.7,16,40,202,"A",22.3
21,23.2,57.4,17.3,59,232,"A",28
51,13.2,47.4,17.1,44,216,"A",21.4
43,19.2,49.1,19.5,49,210,"A",26.5
28,15.9,54.2,25.7,56,244,"A",25
27,13.1,37.6,17.3,57,254,"A",20.4
26,12.7,41.5,25,56,274,"A",19.6
55,22.9,55.3,16.6,42,209,"A",26.7
42,9,47,17.4,47,226,"A",26.5
33,22.7,55.7,22.3,51,200,"A",26.8
26,24.9,65.1,20.2,59,247,"A",27.6
48,21.3,38.9,18.6,48,221,"A",25
25,20.4,41.7,21.8,60,224,"A",23
60,25.7,42.1,17.6,38,187,"A",24.7
61,17.2,43,21.4,35,191,"A",22.8
33,28.3,50.2,15.5,50,215,"A",26.3
37,14.1,55.1,28.2,58,258,"A",28.2
62,23.6,37.2,21.1,42,187,"A",24.1
29,10.3,43.5,21,56,230,"A",21.9
40,14.9,44.2,29.4,54,235,"A",23.3
27,11,48.2,16.8,62,232,"A",24.6
26,18.3,45.7,16,54,222,"A",25.1
21,9.7,45,17.2,65,270,"A",20
25,13,50.4,17.8,62,238,"A",23.5
25,11,49.1,27.5,67,213,"A",24.6
46,18.9,40.1,16.2,51,233,"A",25.4
23,16.2,47.8,17,63,250,"A",23.8
28,14.3,56.3,26,58,241,"A",26.9
49,20.6,43.4,19.5,45,206,"A",24.1
62,28,42.8,12.3,39,194,"A",26.2
26,13.3,51.5,15.3,52,211,"A",21.4
52,20.9,43.6,24.9,46,224,"A",24.4
45,22.3,43.3,20.3,46,194,"A",24.9
60,13.2,44.3,15.7,45,191,"A",19.5
27,18.1,46,15.5,53,223,"A",21.9
30,18.2,49.1,15.2,48,224,"A",22.8
25,14.7,49.4,19,57,263,"A",22.8
43,12,50.4,23.9,50,227,"A",22.1
62,22.1,36.9,12.7,45,198,"A",24.4
26,10.7,44.7,23.4,53,234,"A",23.4
62,18.5,34.3,11.8,38,169,"A",24.4
26,16.5,47.8,19.3,56,240,"A",23.2
41,24,28.5,22,46,214,"A",23.4
43,14.7,43.2,20.5,45,232,"A",22.8
29,5.5,47.2,19.8,59,248,"A",24.6
63,17.1,44.9,12.5,44,203,"A",24.2
25,22.8,48,16,60,230,"A",24.2
38,15.4,46.7,16.9,71,235,"A",24.2
23,12.1,48.9,16.8,55,245,"A",26.1
33,13.1,52.6,20.1,64,254,"A",24.8
30,8.8,56.3,19.6,57,228,"A",22.9
28,12.5,42.9,14.9,57,239,"A",20.4
54,17.08,52.7,19.3,44,200,"A",24.8
37,17.1,41.3,14.2,54,225,"A",22.4
36,20.3,48.8,16.6,50,232,"A",25
26,34.2,38.2,15.4,61,190,"A",26.6
37,12.8,43.8,21.7,59,219,"A",22.7
40,17.9,35.6,14.7,45,237,"A",22.6
32,24.9,56.5,22.7,54,230,"A",28.9
33,18.2,58.8,18.9,50,229,"A",26.2
39,15.7,48.1,15.1,49,217,"A",24.9
50,15.7,40.6,21,48,194,"A",25
27,20,52.1,16.4,60,234,"A",25
26,20.5,46.5,21.2,69,233,"A",25.6
35,18.2,41.4,18,46,218,"A",27.9
44,10.5,49.1,23.8,56,228,"A",24.3
28,11.5,34.3,23.4,55,243,"A",21.1
24,14.1,42.3,20,55,230,"A",18.7
42,18,48.5,15.2,52,219,"A",25.5
22,16.7,50.6,16.7,57,240,"A",24.2
26,23.7,56.4,18.1,55,220,"A",23.7
29,18.8,53.7,26.2,62,240,"A",24.8
26,15.4,49.1,16,58,299,"A",21.9
24,10.7,49.1,18.6,62,241,"A",25.2
21,24.9,46.1,17.6,56,240,"A",26.7
35,17.4,46.2,18.3,51,227,"A",24.9
22,16.6,38.1,24.7,60,254,"A",23.2
30,14.2,52.4,27,64,250,"A",23
55,17.6,34.3,25.3,51,216,"A",22.4
50,30.3,54.8,25.8,52,234,"A",27
21,16,45.2,20.2,64,238,"A",23.9
26,21,47.7,15.2,52,231,"A",24
64,17.2,46.5,21,34,188,"A",22.4
27,21.5,51.1,17.6,55,212,"A",23.8
58,12.4,42.4,24.1,57,227,"A",21.9
62,13.9,45,22.5,33,201,"A",22.6
26,19.9,45.6,22.2,55,230,"A",24.9
29,11.8,51.4,23.4,61,250,"A",24.1
44,21.7,49.4,16.9,47,225,"A",24
37,12.3,61.2,14.6,57,217,"A",24.7
37,20.3,41.8,19.1,54,246,"A",23.7
38,21.1,47.5,22.8,48,227,"A",25.5
24,11,51.2,23.1,56,250,"A",22.2
26,19.4,42.8,15.1,55,225,"A",22.5
23,17.3,48.8,23.3,69,276,"A",24
26,18,39.3,16.9,61,218,"A",24.1
26,14.2,49.2,18.5,57,227,"A",23.1
21,12.8,45.6,20.7,75,230,"A",23.2
28,17.7,53.1,24.3,68,245,"A",25.2
54,21.9,41.3,20.9,40,210,"A",24.8
38,18.8,59,20,50,215,"A",25.6
42,23,35,16.1,45,208,"A",21.7
57,21.9,45.4,19.2,53,215,"A",25.1
60,28.1,40.5,23,38,185,"A",27.1
37,20.8,51.9,22,55,234,"A",25.9
33,16.4,50,23.1,59,239,"A",26.2
38,16.3,45.6,19.4,53,254,"A",22.3
38,14.4,53.1,21.3,64,251,"A",26.5
57,13.5,39.6,18.4,41,198,"A",21.8
31,12,52.9,22.5,71,262,"A",25.7
37,24.4,49.7,20.6,47,220,"A",24.6
32,9.3,58.4,20.9,64,245,"A",24.5
23,15,47.8,22.8,59,237,"A",23.2
25,16.4,52,14.9,56,247,"A",23.2
28,16.6,49.3,29.1,59,239,"A",24.9
59,22.1,36,14.7,36,200,"A",22.3
40,16.6,39.9,14.6,50,243,"A",21.6
30,20.4,57.8,16.4,51,226,"A",24.3
64,15.9,34.3,22.5,51,186,"A",23
63,23.8,36.5,19,33,187,"A",25.5
48,24,44.7,16,42,196,"A",25.2
55,26,36.2,14.9,39,209,"A",24.7
38,14.4,51.4,18,56,255,"A",23.5
32,12.1,48,22,55,243,"A",23.8
42,18.6,46.3,25.4,60,226,"A",22.7
24,21.4,49,21.6,65,237,"A",27.2
30,22.5,47.9,22.4,52,228,"A",26.5
63,21.8,31.1,12.8,35,186,"A",23.9
28,13,36.7,16.1,53,233,"A",19.6
60,19.5,39.2,17.6,33,208,"A",24.8
42,14.3,51.2,18.2,53,217,"A",25.3
29,21.2,43.8,16.1,52,236,"A",22.7
26,11.8,48.9,27.8,56,272,"A",22
30,13.3,59.1,21.5,57,260,"A",25.1
22,17,50.9,23.9,59,238,"A",24.7
29,27.6,46.4,20.2,55,242,"A",26.2
38,11.8,43,21.5,46,265,"A",22.9
22,18.7,35.3,20,63,241,"A",22.5
23,16.9,41,20.4,67,250,"A",22.7
60,17.2,43.6,12.8,45,212,"A",25.4
45,19.6,44.2,17.9,46,209,"A",22.4
31,16.2,51.3,22.1,48,244,"A",25.1
27,14.3,44.7,22.3,65,246,"A",23.2
35,15.7,47.6,18,46,226,"A",23.7
51,15.6,45,21.6,41,225,"A",23.4
64,17.6,51.6,20,36,211,"A",23.9
36,5.9,43.8,24.4,59,248,"A",19.8
32,20.5,44.8,16.9,55,241,"A",24.8
33,15.4,35.7,26,48,225,"A",22.6
47,18.2,58.2,15.8,49,210,"A",25
24,19.3,50.2,16.3,58,221,"A",24.9
22,11.1,41.7,16.8,61,233,"A",20.6
43,13,45.9,15.1,62,235,"A",21.4
28,13.8,44.9,19.1,56,266,"A",25.1
37,10.5,42.9,23.6,49,221,"A",22.7
26,21.4,54,16,58,218,"A",24.9
27,13.4,56.7,17.1,55,237,"A",23.2
39,14.9,42.8,16.1,46,226,"A",22.4
48,24.6,44,19.1,41,214,"A",22.2
40,16.7,43.6,17,54,211,"A",24.3
22,19.2,46.6,18.2,61,222,"A",22.3
60,9,32.2,18.6,39,173,"A",20.5
30,12.8,45.2,16,61,234,"A",21.9
25,10.9,43.5,17.4,51,233,"A",23.3
62,19.2,36.7,17.4,32,167,"A",20.4
59,20,47.6,22.3,43,190,"A",25.9
63,24.7,44.2,11.9,40,168,"A",26.1
31,21.4,52.4,21.1,49,259,"A",25.8
59,26,36.8,17.2,43,190,"A",22.3
33,17.3,49.4,21.1,55,235,"A",25.7
28,15.5,52.9,17.6,54,239,"A",25
32,14.8,53.2,17.4,56,238,"A",23.7
29,15.9,49.7,17.2,53,222,"A",24.9
24,21.3,50.9,16.5,64,223,"A",24.6
32,13.4,59.9,15.8,69,247,"A",26.4
21,21.4,57,21.6,57,242,"A",26.4
27,21.6,48.7,17.2,52,226,"A",28.1
61,24.2,36.7,22.2,34,181,"A",23.5
48,16.5,51.4,20.4,56,240,"A",24
27,16.6,52,19.4,56,251,"A",23.6
30,19.5,47.3,17.7,54,252,"A",25.6
25,14.6,43.9,18.8,55,232,"A",21.3
60,23.6,40.7,17.2,45,186,"A",23.5
63,20.9,40,16.8,43,192,"A",23.5
22,13.3,37.6,18.3,56,252,"A",21.1
24,6.5,44.1,24.2,55,235,"A",21.3
27,16.5,42,22.8,61,221,"A",24
37,13.5,39.5,18.6,45,250,"A",22.9
28,21,44.2,19.9,52,217,"A",24.7
34,17.4,60.1,16.5,67,236,"A",24.1
45,22.2,47.4,23.7,50,214,"A",24.4
21,9.5,35.7,27.5,56,232,"A",20.6
33,12.4,47.8,18.5,53,222,"A",22.6
63,13.9,38.3,13.2,34,193,"A",22.2
50,17.1,43.9,20,43,214,"A",23.8
26,9.9,40.4,17.5,55,221,"A",21
26,8,60.4,15.2,62,286,"A",26.6
26,18.4,47.2,16.4,59,240,"A",26.2
61,11.2,35.3,26.5,32,172,"A",22.6
60,11.2,34.5,18.4,51,178,"A",21.9
57,18,50.6,19,35,201,"A",26.5
36,23.8,39,22.1,55,214,"A",24.3
61,14.6,38.5,13.1,35,173,"A",20.1
34,13.2,50.7,17.5,48,232,"A",20
22,8.4,38.1,17.6,55,260,"A",22.1
33,14.6,46.7,18.3,64,232,"A",23.2
27,16.2,49.7,19.9,54,235,"A",23.6
47,17.7,45.5,16.3,49,225,"A",23.1
26,14.3,54.6,16.6,58,227,"A",24.7
30,13.9,53.8,19.3,50,253,"A",26.4
37,15,49.5,21.5,52,222,"A",22
60,19.2,40.2,17.9,40,181,"A",24.4
33,18.2,53,23,53,239,"A",23.3
22,20.8,48,20.4,57,240,"A",25.7
26,17.8,52.3,17.6,56,225,"A",23.6
61,29.9,41.7,13.2,38,199,"A",25.7
29,17.3,62.3,17.3,56,246,"A",25.2
21,13.7,51.3,20.3,69,240,"A",25.6
26,15.8,57.7,23.9,51,238,"A",24.2
34,17.90698,55.7,14.4,68,227,"A",26.8
27,12,50.4,17.1,57,244,"A",21.9
24,17.7,50.6,17.6,57,236,"A",23
31,15.5,37.1,17.6,58,232,"A",20
27,16.8,46.3,17.5,52,200,"A",22.2
21,17.4,36.4,16.2,55,231,"A",24
22,9.7,52.7,19.1,60,246,"A",23.3
32,20.9,51.9,15.6,54,219,"A",29.3
46,16.5,58.5,15.4,46,225,"A",24.4
23,16.2,44.8,19.7,58,237,"A",25.1
50,18.1,36.8,24.3,47,201,"A",23
30,9.7,47.6,26,57,259,"A",23.1
33,13.2,48.4,20,52,248,"A",21.1
37,17.12946,48.1,17.3,58,235,"A",26.9
23,11.2,34.2,27.3,62,223,"A",24.2
29,17.3,51.1,16.2,67,247,"A",25.2
64,21.2,48.1,13.6,37,188,"A",24.3
60,20.5,43.5,14.9,40,191,"A",24.7
24,19.6,56.2,20,62,220,"A",23.9
28,25.4,53.1,16.7,60,237,"A",27.1
64,17.5,42,17.8,38,223,"A",20.9
46,19.6,47.1,14.7,50,208,"A",25.8
55,17.6,50.4,18.5,50,208,"A",24.7
60,29.7,47.2,15.2,38,220,"A",23.1
29,13.8,52.4,20.6,53,234,"A",25.2
26,23.3,50.1,15.4,58,223,"A",24.6
63,20.8,37.6,14,44,185,"A",24.3
63,20.9,42.5,21.3,35,184,"A",23.8
24,10.1,49.1,16.3,55,251,"A",22.6
31,14.6,48.3,19,56,231,"A",22.8
25,17.9,58.2,20.5,55,257,"A",27.8
21,22.4,53.5,17.1,68,235,"A",26.1
21,10.4,50.4,17.7,57,260,"A",22.8
21,15.1,49.3,18,59,243,"A",23.2
26,11.7,43.9,22.8,59,246,"A",23.2
31,27.8,43.7,20.5,55,237,"A",28.7
64,22.6,36.8,13,40,181,"A",26.2
42,20.1,38,17,47,244,"A",23.4
62,17.6,38.8,13,35,183,"A",21.9
30,18.9,62.4,21.2,51,248,"A",28.7
64,23.3,41.6,22.8,31,179,"A",25.5
37,21,44,23.3,49,230,"A",25.4
48,26.1,42,20,52,202,"A",25.2
27,12.4,42.2,28.6,52,261,"A",22.9
57,19.3,42.9,17.8,52,201,"A",22.3
26,11.4,46.7,18.2,52,243,"A",21.9
54,26.7,43.6,21,43,220,"A",25.8
39,15.8,54.9,16.7,49,239,"A",23.5
63,18.7,42.3,14.2,34,178,"A",21.9
22,10.2,53.4,20.4,60,267,"A",24.8
42,20.2,51.3,19.2,45,210,"A",26.1
39,15.7,55.9,22,52,249,"A",24.8
42,14.5,36.5,16.2,47,211,"A",20
25,9.9,40.5,22.4,59,210,"A",19.5
33,13.7,50.1,21.8,50,225,"A",23
21,9.7,46.6,19.2,67,259,"A",19.7
26,13.2,46.4,16,65,249,"A",25.3
26,15.2,49.9,16.5,54,231,"A",22.5
31,15.7,43.6,18.9,61,229,"A",23.2
56,32.3,42.4,13.3,38,208,"A",23.5
23,14.6,45.5,28.5,65,267,"A",21.2
25,11.94574,51.2,22.3,62,241,"A",23.2
22,11.4,41.7,22.3,55,240,"A",22.1
46,8.3,38.4,18.8,46,205,"A",22.4
32,15.8,34.9,22.5,54,222,"A",20.3
30,19,49.7,18.5,55,246,"A",22.4
51,22.3,48.2,15.7,42,209,"A",25.6
30,14.1,51.1,23,50,220,"A",23.1
48,23.2,45.6,15.6,42,212,"A",22.9
21,14.4,56.8,17.2,69,226,"A",25.6
34,18.5,59.4,16.6,48,285,"A",29.7
26,12.5,49.3,17.9,56,237,"A",21.6
32,22.1,46.3,18.7,59,242,"A",24.6
51,12.8,48.7,21.7,46,212,"A",21
56,15.8,43.1,21.9,40,198,"A",23.3
31,32.4,50.1,16.7,48,211,"A",27.5
26,17.2,57,16,58,230,"A",21.5
30,16.2,50.2,19.1,56,250,"A",23.9
51,9.4,47.3,24.4,54,237,"A",22.7
27,8.4,47.7,17.3,53,239,"A",22.7
58,15.9,43.2,19.2,39,208,"A",21.6
58,16.7,43.9,19.2,40,181,"A",23.4
48,16.6,40.6,22.3,44,228,"A",24.3
63,21.6,37.9,14.3,36,183,"A",23.1
27,21.9,48.7,18.5,51,234,"A",24.7
29,11.7,41,26.4,60,271,"A",22.4
50,18.5,51.1,18.3,45,202,"A",26.5
28,14.8,36.9,17.7,52,210,"A",21.5
26,16,40.6,25.4,51,226,"A",22.4
29,12.5,45.7,16.6,66,229,"A",21.8
36,21.8,46.5,28,48,225,"A",24.4
26,24.4,43.7,23,58,230,"A",23.6
30,16.2,46,18.9,65,231,"A",23.5
62,22.5,42.5,20.2,46,199,"A",25.2
36,12.1,45.8,30.2,46,244,"A",22.8
49,20.5,38.7,17.9,49,205,"A",23.5
30,15.4,44.6,26.5,50,238,"A",23.9
30,12.3,45.5,18.6,56,234,"A",22.6
60,15.5,45.9,27.9,50,211,"A",26.3
64,17.3,44.6,14.8,46,165,"A",26.8
26,15,35.9,18,54,245,"A",25.7
26,17.6,43.7,20.9,58,229,"A",21.3
40,13.8,47.9,23.9,57,238,"A",23.4
35,16.4,40.4,18,50,180,"A",21.7
28,23.2,42.9,20.2,52,200,"A",25.7
41,15.3,50.8,22.8,60,244,"A",23.2
34,23.9,46.5,19.5,48,221,"A",25.9
29,14.6,46.5,19,51,233,"A",23.4
27,10.7,49.7,21.3,58,244,"A",24.3
25,8.9,53.9,17,67,247,"A",24.7
28,14.2,53,15,62,260,"A",24.6
56,24.8,38.8,20.5,37,175,"A",23.6
22,12.2,28.6,16.1,58,243,"A",22
32,11,58.8,15.4,52,251,"A",24.5
27,12.5,59.4,17.8,70,269,"A",25.1
26,17,52.3,22.4,57,243,"A",24.9
60,22.9,43.4,19.6,32,211,"A",24.2
40,15.6,50.5,17.7,44,229,"A",23
60,20.8,37.2,12.1,32,180,"A",20.5
60,12.6,38.6,12.5,47,200,"A",22.2
31,11.4,60.9,16.8,60,256,"A",23.9
43,18.4,41.8,16.9,52,223,"A",22
27,13.3,58.6,17,53,244,"A",21.7
26,13.8,48.4,17.5,62,227,"A",24.1
21,19.7,40.3,17.5,58,234,"A",24.4
22,19.9,48.9,24.6,55,250,"A",25.4
32,14.7,54.2,18.4,55,244,"A",23.7
62,17.5,46.9,22,43,194,"A",26.2
24,9.7,44.4,17.4,57,239,"A",21.1
28,10.2,43.3,18.1,62,269,"A",21.5
25,16.9,45.7,23.5,56,215,"A",25.6
42,21.1,47.7,16.5,47,216,"A",23.9
53,22.2,37.7,18.4,39,196,"A",20.1
23,12.2,43.5,22,64,271,"A",23.4
60,15.9,43.3,14.1,40,207,"A",23.7
37,18.5,48.6,22.1,53,220,"A",23.6
33,16.9,58.1,24.5,53,240,"A",23.6
30,23.5,59.6,20.7,69,257,"A",28.9
60,20.7,46.7,17.4,40,211,"A",25
31,25.4,52.3,14.8,56,218,"A",26
48,18.9,42.1,14.5,50,228,"A",23.3
28,21.8,37.5,16.3,59,237,"A",25.7
28,14.1,53.4,27.2,59,225,"A",21.6
53,12.8,40.5,19.4,43,215,"A",21.4
60,23.7,40.1,11.8,54,192,"A",23.1
32,12.9,55.5,16.3,54,248,"A",25
26,11.2,51.4,20,65,279,"A",22.2
35,16.2,48.1,19.1,47,244,"A",23.9
32,15.5,47.5,15.7,47,238,"A",24.4
38,14,63.9,19,57,260,"A",24.5
25,20.7,55.8,15.1,61,247,"A",26
50,21.1,53.5,18.8,41,217,"A",26.4
32,14.5,59.8,16.5,52,238,"A",20.2
33,15.59514,49.9,29,55,202,"A",27.8
21,11,40.6,26,58,224,"A",19.9
21,12.3,50,22.8,63,230,"A",22.7
48,20.8,40.5,17.3,44,215,"A",23
57,18,40.3,14.1,42,207,"A",22.7
37,25.3,60.1,14.7,45,238,"A",27.1
52,18.2,34.7,18.5,40,215,"A",21.2
28,16.9,45.4,19,57,265,"A",24.7
61,25.9,45.5,18.3,38,193,"A",28.2
46,16.1,44.4,16.5,45,224,"A",22.5
31,20.2,49.9,19.5,52,223,"A",25.8
38,17.9,50.1,15.9,47,226,"A",24.1
55,21.7,45.7,16.1,37,188,"A",23
30,14.4,53.8,17.2,57,221,"A",23.8
41,22.3,56.9,14.2,61,241,"A",28.4
24,15.6,56.8,16.5,55,253,"A",24.3
22,8.4,50.5,26,61,285,"A",22.4
36,14,44,18.3,57,225,"A",23.7
64,25.1,46.8,12.8,33,180,"A",25.5
22,12.6,47.9,19.5,56,247,"A",26.6
64,18.5,53.2,27.1,51,214,"A",24
38,24.6,47.7,21.9,51,220,"A",26.7
30,19.6,45,17.5,64,235,"A",25.1
29,19.4,50.2,24.4,62,246,"A",26
55,23.4,44.3,23.9,35,211,"A",24.2
25,16.4,44.1,17.7,51,255,"A",21.4
60,22.6,40.9,17.3,38,180,"A",26.4
28,15.4,45,21,57,235,"A",23.6
30,25.3,50.6,14.7,48,225,"A",25.6
36,17.7,59.1,23.2,65,265,"A",27
38,18.8,48.8,15.6,54,239,"A",26.8
25,13.5,50.5,23.7,65,255,"A",23.8
50,17.4,47.8,15,64,210,"A",26.3
31,14.1,56.4,24.2,57,222,"A",23.4
22,17.4,50,26.1,59,242,"A",23.2
27,14.7,60.5,17.1,59,223,"A",22
25,12.8,61,15.2,55,230,"A",20.2
53,24.8,45.7,19.9,44,208,"A",26.4
55,16.6,41.3,18.5,40,200,"A",23
25,18.7,45.3,18.2,61,218,"A",22.8
23,8.8,59.1,28.1,67,247,"A",22
23,9.1,48,18.1,63,246,"A",23.9
63,25.9,43.1,17.8,33,194,"A",27.9
28,15.7,44.2,22.3,53,232,"A",22.7
25,13.8,45.4,20.8,57,234,"A",22
30,23.2,56.9,15,60,236,"A",26.3
31,15.5,34.7,14.4,58,228,"A",20.1
24,7.3,49.9,20.5,59,238,"A",22.2
25,11.7,48,19.2,53,234,"A",19.8
32,19,40.9,18.1,50,232,"A",23.2
29,13.4,49.6,26.9,54,252,"A",23.1
50,10.9,49,14,63,243,"A",23.8
25,21.7,52.2,17.4,59,244,"A",25.6
62,12.1,35.9,14,37,187,"A",20.8
25,15.6,50.9,20.8,65,250,"A",24.8
30,13.7,46,24.7,48,247,"A",23.5
31,19.7,47.5,16,48,220,"A",24.4
21,17.4,44.2,24,56,250,"A",22.3
30,19.1,56.7,22.5,58,259,"A",26.9
21,14.1,47.9,17.1,57,262,"A",23.3
27,13.1,43.7,19.1,58,214,"A",21
38,18.2,41.6,16.7,47,220,"A",22.3
46,16.4,52.1,13.8,42,219,"A",24
27,14.2,48.8,15.7,51,261,"A",23.6
62,22.7,34,15,35,170,"A",22.5
61,22.5,38.8,16.9,35,192,"A",23.4
32,14.7,56.1,23.6,53,234,"A",21.2
27,20.2,53.6,17.3,56,222,"A",26.1
25,14.2,44.8,16,51,243,"A",22.3
45,15.3,48.3,20.5,62,202,"A",23.4
26,26.3,45.4,16.3,55,226,"A",25.8
30,8.8,61.1,17.9,48,229,"A",22.5
33,25.4,51.4,16.4,52,224,"A",27.3
40,13.1,51.9,26,55,212,"A",26.8
30,16,48.8,16.6,60,233,"A",24.7
40,15.5,46.6,18.1,50,242,"A",24.6
26,16.7,48.2,23.3,51,230,"A",25.5
31,15.8,67.1,19.6,57,243,"A",25.9
31,13.1,44.6,17.8,63,240,"A",24.4
40,18,46.9,22.4,47,233,"A",24.6
22,12.5,63.7,18.4,61,294,"A",27.7
36,15.8,42.1,23.5,60,230,"A",20.7
41,17.3,43.9,18.2,52,226,"A",23.1
31,19.7,42,16.3,53,230,"A",22.4
27,34.2,54.1,19.6,63,226,"A",29.6
37,26.4,53.9,19.1,50,235,"A",26.5
30,16.4,49.4,18.8,55,232,"A",25.2
28,19.6,47.4,20.8,54,252,"A",22.8
28,14.9,49.9,15.8,61,239,"A",24.5
24,15.4,51.5,28.9,60,258,"A",24.9
37,20.6,47.9,22.9,48,236,"A",26.8
33,19.5,50.1,21.5,67,255,"A",22.4
51,17.8,53.7,15.8,49,228,"A",26.2
60,25.9,39.1,19,40,172,"A",25.8
58,18.2,40.4,22.8,38,241,"A",22
37,20.6,52.1,18.3,45,237,"A",25
27,11.7,47.4,15.5,56,235,"A",20.9
30,27.9,43.9,21,48,207,"A",25.2
32,18.6,37.8,20.7,56,226,"A",22.2
47,20,44.5,23.3,49,229,"A",22.3
24,9,50.9,17.9,57,246,"A",21.5
54,18.6,47.2,21.7,43,213,"A",23.1
33,13.2,46.3,14.6,50,252,"A",22.3
24,11.9,57.1,22.1,59,255,"A",24.6
47,17.9,50.9,27.7,51,227,"A",26.1
23,12.7,37.5,21.4,62,254,"A",23.2
30,15.1,42.6,14.7,56,221,"A",25.2
26,18.1,32.8,16.7,60,230,"A",22.5
26,17.2,36.8,21.2,54,227,"A",23.8
34,12.8,61.7,16.5,54,245,"A",26.2
40,18,46.6,24,46,215,"A",25.2
63,20.7,42.2,12.6,31,180,"A",22.8
36,15.1,51.4,23,54,232,"A",24.5
48,12.9,47.1,31,50,205,"A",23.3
32,20.1,49.5,14.6,61,223,"A",24.3
55,27.3,46.1,19,35,211,"A",26.8
33,10.8,46.4,30,60,241,"A",22.3
30,16.6,53,29,53,240,"A",25
28,8.4,41.6,18.3,60,234,"A",21
47,23.6,49.1,18,46,211,"A",27.2
64,24.5,43.6,13.2,32,172,"A",26.5
31,23.2,53.3,14.2,49,219,"A",24.4
35,16,52,15,50,215,"A",23.8
63,30.7,42.2,18.7,31,177,"A",24.5
31,19.7,45.4,30.6,61,230,"A",23.4
45,25.4,49.2,20.1,52,235,"A",26.3
36,13.3,53.9,17,62,273,"A",24.5
27,9.8,35.9,14.9,71,236,"A",20.9
22,17.8,48.6,18.1,58,242,"A",22.2
30,15,41.7,23.4,60,227,"A",22.3
43,22.8,55.3,24,53,226,"A",25.9
31,15.4,46.1,19.9,56,256,"A",23
38,13.6,47,16.4,50,220,"A",24
37,21.3,45.6,18.2,53,238,"A",23.7
41,17,36.7,17,56,221,"A",23
61,17.9,50.2,19,31,184,"A",24.7
33,15,43.1,21,57,219,"A",25.1
60,18.2,43.4,25.6,43,201,"A",24.7
23,15.3,34.7,17.8,56,206,"A",21
21,10.8,45.6,25.8,56,236,"A",22.5
41,12,42.2,24.4,66,244,"A",22.8
